method,before_psnr,after_psnr,psnr_change,before_ssim,after_ssim,ssim_change
gamma,16.529062385573475,12.597920190095772,-3.931142195477703,0.1563705203308168,0.14342828217874903,-0.01294223815206777
log,16.529062385573475,8.30134995326264,-8.227712432310835,0.1563705203308168,0.13950066040552297,-0.01686985992529383
contrast_stretch,16.529062385573475,16.529062385573475,0.0,0.1563705203308168,0.1563705203308168,0.0
equalization,16.529062385573475,16.024776713296358,-0.504285672277117,0.1563705203308168,0.15975236821852606,0.0033818478877092606
histogram_matching,16.529062385573475,17.905209081729186,1.3761466961557112,0.1563705203308168,0.1960008275780776,0.0396303072472608
box,16.529062385573475,24.868225282336365,8.33916289676289,0.1563705203308168,0.40677244414679775,0.2504019238159809
gaussian,16.529062385573475,24.286290316174494,7.757227930601019,0.1563705203308168,0.3693296160506202,0.2129590957198034
median,16.529062385573475,39.80509862196381,23.276036236390333,0.1563705203308168,0.996712590146544,0.8403420698157272
